roaster,name,link,price,altitude,varietal,processing,estate,roast_level,tasting_notes,description,country,scraped_at,transformed_at,location,producers,aroma,acidity,body,other_properties
greysoul,Kohima Specialty Naturals (Light Roast),https://greysoul.coffee//products/kohima-specialty-naturals-light-roast,749,,sln-9,sun dried high grown natural,"kohima , capital city of nagaland",LIGHT,"ripe oranges , gooseberry , tamarind , indian blackberry","5 series - high scoring lots | 5 . 1 kohima specialty naturals a fruity , juicy & wild coffee . origin kohima , capital city of nagaland process sun - dried high grown naturals varietal sln 9 dry aroma apricot , papaya & rose petals wet aroma green grapes & honeycomb based on sensory evaluation ripe oranges , gooseberry , tamarind sweetness & indian blackberry aftertaste . roast profile 201 drop light roast with early first crack & roast of 8 . 30 mins . minimum resting period filter 7 days a song that pairs well suitable for all brewing methods . roaster thoughts : kohima as a region has been something we have been working closely on since over a year now . the farm previously produced only commercial grade coffees , but with a new approach to quality it recently started producing higher grade coffees and experimental lots . now recently converted to 100% specialty coffees and also won the gold award at the aurora international taste challenge . this had put a lot of pressure on us as roasters but at the same time we felt lucky to be in possession of these lots . the approach we took was to roast was between first crack to second crack . another approach was to roast between first crack to 10% dtr . post resting , cupping and brewing we found a ideal light roast to be a favorable final cup . know the region : kohima , is the capital of the northeastern indian state of nagaland . with a resident population of almost 100 , 000 , it is the second largest city in the state . originally known as kewhira . kohima is known for many beautiful sites , one of the most famous ones is the commonwealth war cemetery , the final resting place of soldiers killed during world war ii . kohima specialty naturals ( light roast )",india,2024-10-03 19:33:05.727409,2024-10-10 04:25:52.708303,"nagaland , kohima",,"apricot , papaya , rose petals green grapes , honeycomb",,,fruity
greysoul,Lactic Fermentation Naturals (Light Roast),https://greysoul.coffee//products/lactic-fermentation-naturals-light-roast,649,1350,catuai,lactic fermentation natural,ratnagiri,LIGHT,"glazed oranges , aromatic rose petals balanced by caramel , bright","#1 series - fruit forward lots | 1 . 4 lactic fermentation naturals glazed oranges , aromatic rose petals & bright acidity . suitable for all brew methods . ideal as pourover & aeropress . origin ratnagiri estate , br hills , chikmagalur process lactic fermentation naturals varietal & brix catuai | 25 . 2 dry aroma candied orange & jasmine wet aroma blackcurrant jam & sugarcane based on sensory evaluation med - heavy bodied with notes of glazed oranges & aromatic rose petals balanced by rich caramel sweetness & bright acidity . roast profile light roast with 202° drop . dtr of 10 - 12% with low drum speed & an overall roast time of 8 . 30 mins . minimum resting period filter 7 days a song that pairs well suitable for filter brewing methods . roaster thoughts : as roasters we look forward to experimental coffee processes . post talking to the producer , analyzing the green beans , moisture content and density of the beans we decided to roast the coffee lighter . we roasted this coffee several ways starting from 200 all the way ranging to 209 to achieve dtr of 15% . at every stage the coffee tasted unique while we cupped it . the bright orange color at 200 degrees , the balance of flavors at 203 , the texture and body at 207 and finally at 209 the incredible complexity it brought through . eventually after the drum speed variations , burner highs and lows and control over exhaust temperature the 203 drop was selected by our cuppers and roasters as it brought in the rich sweetness , incredible aroma and tropical fruit characteristics along with a heavy body . the estate and efforts : we all are familiar with the producer mr . ashok patre and his family run estate ratnagiri estate . our founder visited the farm back in the month of march 2021 when coffee processing was at its peak . a day ' s visit to the estate to understand the farm , the processing techniques and the history behind the legacy was great . our meeting began with knowing each other and talking and about the passion that runs grey soul coffee as a brand . then it led to discussions about the specialty community and culture in our country right now . moving on , we spoke about cup score , q grading and how it varies from person to person and hence become highly subjective . then we spoke about international markets and a comparison between indian and south american coffee . then quickly moved on a long elaborate your of the farm where some coffee was milled and ready , some drying on raised beds , some drying out in the fields and hand garbling in works as final sorting was in process . in the end , specialty coffee can be simply defined as the coffee that is of the best quality without comprises . this is exactly what this estate stands for and believes in . lactic fermentation naturals ( light roast )",india,2024-10-03 19:33:05.727409,2024-10-10 04:25:52.708303,"chickmagaluru, karnataka",ashok patre,"candied orange , jasmine , black currant jam , sugarcane",bright,heavy,""
greysoul,Nagaland Zunheboto Graded Washed (Med Profile),https://greysoul.coffee//products/nagaland-zunheboto-graded-naturals-light-med-profile,649,1200,sln-9,"graded , pulped , washed","zunheboto , nagaland , zunheboto",MEDIUM,"grapefruit , green grapes ripe blueberry","#4 series - northeastern india | 4 . 2 zunheboto graded washed grapefruit , green grapes with ripe blueberry aftertaste . origin zunheboto , nagaland process graded , pulped & washed varietal & altitude sln 9 grown at 1200 msl characteristics med - heavy body with bright & sparkling acidity . dry aroma red berry , peach & kiwi wet aroma roasted cacao , hazelnut & sweet lime based on sensory evaluation grapefruit , green grapes with ripe blueberry aftertaste . roast profile low drum speed 208°c dropped medium roast with total roast time of 10 mins . minimum resting period filter 7 days | espresso 14 days a song that pairs well suitable for filter brewing methods . roaster thoughts : graded coffees are often lead to a more even roast and also grinds evenly post roasting . to achieve its full potential we followed a approach of roasting this coffee for a minimum of 8 . 30 mins with a extended maillard phase . we took about 12 samples between 8 . 30 and 11 . 30 minutes with variable drum speeds by roasting 2 separate batches and then cupped the coffees . no to our surprise the medium profiles were very flavorful , had bright acidity in them and overall balanced . these exceptional lots are now yours to brew with , experience and enjoy the final cup . know the region : zunheboto is situated in the heart of nagaland at the height of 1313 meters above sea level and known for its natural beauty and the home of the sumi tribe . they have a hard working culture that acumulates with the harvest festival called “tuluni” where they celebrate the fruit of their hard work with their rich culturral heritage , tradition with songs , colourful dance and the exchange of gifts . nagaland zunheboto graded washed ( med profile )",india,2024-10-03 19:33:05.727409,2024-10-10 04:25:52.708303,"nagaland , nagaland zunheboto",,"red berry , peach , kiwi roasted cacao , hazelnut , sweet lime","sparkling , bright",heavy,""
greysoul,Nagaland Zunheboto Naturals (Light Profile),https://greysoul.coffee//products/nagaland-zunheboto-naturals-light-med-profile,649,1100,cauvery,"sun dried , natural , sun dried natural","zunheboto , nagaland , zunheboto",LIGHT,"gooseberry , sugarcane , jaggery , banana","#4 series - northeastern india | 4 . 1 nagaland zunheboto naturals gooseberry , sugarcane with hint of banana . origin zunheboto , nagaland process sun - dried naturals characteristics mellow acidity with med body . varietal & altitude cavery grown at 1100 msl dry aroma tamarind & caramel wet aroma brown sugar & roasted cacao based on sensory evaluation gooseberry , sugarcane , jaggery & hint of banana . roast profile 202 - 3°c drop with 15% dtr & overall roast time of 9 mins . minimum resting period filter 7 days a song that pairs well suitable for filter brewing methods . roaster thoughts : natural processed coffees rate higher on a brix meter due to its sugar content and also have a higher moisture percentage comparatively . slow roasting these lots with a lower drum speed and lighter roasts brings out the best . to achieve its full potential we followed a approach of roasting this coffee for a minimum of 8 . 30 mins with a extended maillard phase . we took about 12 samples out between 8 . 30 and 10 . 30 minutes with variable drum speeds by roasting 2 separate batches and then cupped the coffees . no to our surprise the light profiles were very flavorful , had bright acidity in them and overall balanced . these exceptional lots are now yours to brew with , experience and enjoy the final cup . know the region : zunheboto is situated in the heart of nagaland at the height of 1900 meters above sea level and known for its natural beauty and the home of the sumi tribe . they have a hard working culture that acumulates with the harvest festival called “tuluni” where they celebrate the fruit of their hard work with their rich culturral heritage , tradition with songs , colourful dance and the exchange of gifts . nagaland zunheboto naturals ( light profile )",india,2024-10-03 19:33:05.727409,2024-10-10 04:25:52.708303,"nagaland , nagaland zunheboto",,"tamarind , caramel brown sugar , roasted cacao","mellow , bright",med,""
greysoul,Roasters Espresso 2.0 (Med-Dark Profile),https://greysoul.coffee//products/roasters-espresso-med-dark-profile,649,1219,"sln-9, catuai",,"chikmagalur , karnataka",MEDIUM_DARK,"dates , strawberry cream , plums , almonds","#1 roasters art | 2 . 1 roasters espresso 2 . 0 heavy body with a smooth finish & sweet acidity . suitable for all brew methods . ideal as espresso & moka pot . origin chikmagalur , karnataka varietal & altitude catuai & sln 9 grown at 4000+ feet sensory evaluation dates , almonds , strawberry cream & plums . series roasters art dry aroma red berries , toffee & sweetlime . wet aroma berry jam & milk chocolate roast profile low temperature fed med - dark roast droped at 212° with 15% dtr & extended maillard phase . minimum resting period filter 5 days | espresso 9 days characteristics heavy body , smooth finish & sweet acidity . a song that pairs well suitable for all brew methods . roaster thoughts : roasters art a series created by grey soul coffee roasters to showcase our strength which is roasting indian specialty arabica and also the mastery of profiling and blending different single origin coffee . this espresso roast profile is ideal to have as an espresso , ristretto , americano , cortado and cappuccino ' s . a different approach to roasting is what we adapted to this lot and is what we call extended maillard technique . in this particular way , we start off the roast at a lower temperature and gradually increase post the dry end phase which allows the coffee to roast longer during the browning phase thus producing the sweet acidity , denser crema and long lasting finish . roast profile roast machine : probat roast profile : med - dark roast duration : 10 minutes development ratio : 15 - 16 % end bean temperature : 212 celsius roasters espresso 2 . 0 ( med - dark profile )",india,2024-10-03 19:33:05.727409,2024-10-10 04:25:52.708303,"chikmagalur , karnataka",,"red berries , toffee , sweetlime . berry jam , milk chocolate",sweet,heavy,long aftertaste
greysoul,Cavery Yeast Carbonic Naturals (Light-Med Roast),https://greysoul.coffee//products/cavery-yeast-carbonic-maceration-light-med-roast,749,1350,cauvery,yeast carbonic natural,ratnagiri,MEDIUM_LIGHT,"sweet raspberry jam by fresh peach , melon jasmine floral","#5 series - high scoring lots | 5 . 2 cavery yeast carbonic naturals a floral and wild coffee with fresh citrus acidity . suitable for all brew methods . ideal as pourover . origin ratnagiri estate , br hills , chikmagalur process yeast carbonic naturals varietal & brix cavery | 25 dry aroma red wine and cacao nibs . wet aroma deep white florals and wine like . based on sensory evaluation sweet raspberry jam followed by fresh peach and melon with jasmine floral finish . roast profile light - med roast , consistent low drum speed & 205° drop . 15% dtr & 9 . 15 roast . minimum resting period filter 9 days ( for more clarity on and full development of the bean , once can brew post 21 days of roasting as well ) . a song that pairs well suitable for all brewing methods . roaster thoughts : a rare varietal , experimental process and a deeply fermented lot is something that happens very rare . as roasters this was a stepping stone for us and also something we were looking forward to . the approach we took was different than the ordinary for this lot . we started roasting lots with a top down approach from med - dark all the way to extreme light to understand exactly when does the final cup gets comprised in terms of clarity of flavors . once we understood that we roasted only the roast levels that maintained flavor using different techniques . the one that came out strong was indeed a 204 - 5 drop at a light medium level . the estate and efforts : we all are familiar with the producer mr . ashok patre and his family run estate ratnagiri estate . our founder visited the farm back in the month of march 2021 when coffee processing was at its peak . a day ' s visit to the estate to understand the farm , the processing techniques and the history behind the legacy was great . our meeting began with knowing each other and talking and about the passion that runs grey soul coffee as a brand . then it led to discussions about the specialty community and culture in our country right now . moving on , we spoke about cup score , q grading and how it varies from person to person and hence become highly subjective . then we spoke about international markets and a comparison between indian and south american coffee . then quickly moved on a long elaborate your of the farm where some coffee was milled and ready , some drying on raised beds , some drying out in the fields and hand garbling in works as final sorting was in process . in the end , specialty coffee can be simply defined as the coffee that is of the best quality without comprises . this is exactly what this estate stands for and believes in . cavery yeast carbonic naturals ( light - med roast )",india,2024-10-03 19:33:05.727409,2024-10-10 04:25:52.708303,"chickmagaluru, karnataka",ashok patre,"red wine , cacao nibs . white florals , wine",citric,,""
greysoul,SLN 5A Anaerobic Fermentation (Light-Med Profile),https://greysoul.coffee//products/sln-5a-anaerobic-fermentation-light-med-profile,649,1280,sln-5a,"ripe purple handpicked cherries anaerobically fermented for , anaerobically fermented , dried for 22 days with constant raking",melkodige,MEDIUM_LIGHT,"pineapple tart , sugarcane , cashew fruit","3 series - rare varietal lots | 3 . 8 - sln 5a anaerobic fermentation also called , the indian geisha . pineapple tart , sugarcane and cashew fruit aftertaste . suitable for all brew methods . ideal as pourover & aeropress . origin melkodige estate , javali , mudigere process ripe purple handpicked cherries anaerobically fermented for 60 hrs & dried for 22 days with constant raking . varietal & altitude sln 5a dry aroma cherry & caramel wet aroma prune & sweet butter cream based on sensory evaluation pineapple tart , sugarcane and cashew fruit aftertaste . roast profile light - med roast fed at low temp , dropped at 205° with 11% dtr . characteristics round body & sweet acidity minimum resting period filter 11 | espresso 18 days a song that pairs well suitable for all brew methods . roaster thoughts : a varietal that we only roasted once in the past during sampling of previous harvest year . as it is hybrid with one part costa rican it derives inherit qualities such as the final cup being clean with moderate acidity levels . taking that into consideration we have roasted this coffee to a medium roast to produce a much sweeter final cup . dropped at 208 degrees this is a ideal medium roast that is heavier on the body with balanced acidity . also called the indian geisha : it ' s a late maturing vigorous variety with elongated berries with very sweet pulp ideal for naturals . these ripe purple cherries are handpicked sorted passed through the flotation tank to remove floaters . the cherries with a brix content above 22 were anaerobically fermented in barrels for 60 hrs under cool conditions with constant monitoring of the ph . the cherries were then put on trays and dried under shade for 22 days with constant raking for even drying . the coffee is then bagged and allowed to rest for 60 days before processing . cup score 84 . roast profile : roast machine : probat development time : 1m 30secs charge temperature : 170 ° celsius first crack temperature : 196 ° celsius end bean temperature : 208 ° celsius sln 5a anaerobic fermentation ( light - med profile )",india,2024-10-03 19:33:05.727409,2024-10-10 04:25:52.708303,"chickmagaluru, karnataka","aveen rodrigues, yogitha","cherry , caramel prune , sweet butter cream","balanced , sweet , moderate",round,""
greysoul,SLN 9 CIMA Anaerobic Fermentation (Light-Med Profile),https://greysoul.coffee//products/sln-9-cima-anaerobic-fermentation-light-med-profile,399,1280,sln-9,"22 , washed , dried under shade for 17 22 days . , yeast fermented , brix cherries inoculated with lalcafe cima yeast for anaerobic fermentation",melkodige,MEDIUM_LIGHT,"orange shrub , rhubarb unripe banana","3 series - rare varietal lots | 3 . 6 - sln 9 cima anaerobic fermentation orange shrub , raspberry with sparkling acidity . suitable for all brew methods . ideal as pourover , french press & moka pot . origin melkodige estate , javali , mudigere process 22+ brix cherries inoculated with lalcafe cima yeast for 72hour anaerobic fermentation & dried under shade for 17 - 22 days . varietal & altitude sln 9 dry aroma cinnamon , musk melon & kiwi wet aroma berry jam , caramel & milk chocolate based on sensory evaluation orange shrub , rhubarb with unripe banana lingering aftertaste . roast profile light - med roast fed at low temp , dropped at 205 - 6° with 15% dtr . characteristics sparkling acity and juicy mouthfeel . minimum resting period filter 9 | espresso 14 days a song that pairs well suitable for all brew methods . roaster thoughts : a yeast fermented lot is a complex roast profile to create . often while roasting there are high chances of charring the bean leading to uneven roast . keeping that in mind we have roasted this lot at a low drum speed and careful heat transfer . this particular lot was first profiled by us on a sample roaster bullet and then again sample roasted on a probat too . collected samples were then cupped to confirm that the replication was achieved . post that 6 more sample roasts were done before we cupped them all and finalized a profile that shined through . about the process : ripe purple cherries with a brix of 22 and above were selected , floats were removed and the washed cherries were inoculated with lalcafe cima yeast in barrels the barrels were sealed airtight . the anaerobic fermentation was done in a cool shaded area for 72 hrs during which we constantly monitored the temperature as well as ph never allowing it to drop below 4 . after 72 hrs the cherries are removed and put on trays and kept under shade nets for drying . the entire drying process takes between 17 - 22 days . the cherries are then packed in bags and allowed to rest for 60 days before processing . roast profile : roast machine : probat development time : 1m 40secs charge temperature : 170 ° celsius first crack temperature : 196 ° celsius end bean temperature : 206 ° celsius sln 9 cima anaerobic fermentation ( light - med profile )",india,2024-10-03 19:33:05.727409,2024-10-10 04:25:52.708303,"chickmagaluru, karnataka","aveen rodrigues, yogitha","cinnamon , musk melon , kiwi berry jam , caramel , milk chocolate",sparkling,juicy,""
greysoul,Sachimore Anaerobic Fermentation (Med Profile),https://greysoul.coffee//products/sachimore-anaerobic-fermentation-light-med-profile,399,1280,sarchimor,"22 , brix cherries anaerobic fermented for , washed , sachimore anaerobic fermentation , dried under shade",melkodige,MEDIUM,"ripe peaches , clementine oranges sweet cola","3 series - rare varietal lots | 3 . 7 - sarchimore anaerobic fermentation ripe peaches , clementine oranges with moderate acidity . suitable for all brew methods . ideal as pourover , french press , espresso & moka pot . origin melkodige estate , javali , mudigere process 22+ brix cherries anaerobic fermented for 48 hours & dried under shade . varietal & altitude sarchimore dry aroma strong florals & prune wet aroma orange , green grape & biscuit based on sensory evaluation ripe peaches , clementine oranges with sweet cola aftertaste . roast profile med roast fed at low temp , dropped at 208° with 13% dtr . characteristics sweet , juicy & tart acidity . minimum resting period filter 7 | espresso 12 days a song that pairs well suitable for all brew methods . roaster thoughts : a varietal that we only roasted once in the past during sampling of previous harvest year . as it is hybrid with one part costa rican it derives inherit qualities such as the final cup being clean with moderate acidity levels . taking that into consideration we have roasted this coffee to a medium roast to produce a much sweeter final cup . dropped at 208 degrees this is a ideal medium roast that is heavier on the body with balanced acidity . about the process : ripe purple cherries with a brix of 22 and above were selected , floats were removed and the washed cherries were inoculated in barrels the barrels were sealed airtight . the anaerobic fermentation was done in a cool shaded area for 48 hrs during which we constantly monitored the temperature as well as ph never allowing it to drop below 4 . after 72 hrs the cherries are removed and put on trays and kept under shade nets for drying . roast profile : roast machine : probat development time : 1m 30secs charge temperature : 170 ° celsius first crack temperature : 196 ° celsius end bean temperature : 208 ° celsius sachimore anaerobic fermentation ( med profile )",india,2024-10-03 19:33:05.727409,2024-10-10 04:25:52.708303,"chickmagaluru, karnataka","aveen rodrigues, yogitha","florals , prune orange , green grape , biscuit","balanced , moderate , tart",,"juicy , sweet"
greysoul,Single Origin Yeast Fermented Espresso (Med-Dark Profile),https://greysoul.coffee//products/copy-of-120-hour-sun-dried-anaerobic-naturals-zoya-estate-med-profile,699,1304,sln-9,yeast fermented anaerobic natural,"br hills , chikmagalur , karnataka",MEDIUM_DARK,"sticky toffee , red berries","#2 series - roasters art | 2 . 2 single origin yeast fermented espresso juicy , round body with sweet berry finish . suitable for all brew methods . ideal as espresso & cortado . origin br hills , chikmagalur , karnataka process yeast fermented anaerobic naturals varietal sln 9 altitude 4280 feet dry aroma cinnamon , watermelon & kiwi wet aroma berry jam , caramel & milk chocolate sensory evaluation milk chocolate , sticky toffee , pineapples and hint of red berries . roast profile variable drum speed med - dark roast droped at 216° with 19% dtr & extended maillard phase . characteristics juicy , round body and sweet finish . minimum resting period filter 7 days | espresso 12 days a song that pairs well suitable for all brew methods . roaster thoughts : a single origin , single farm anaerobic yeast fermented coffee that was roasted just for espresso . a low temperature fed , longer maillard phase and higher dtr ensures this profile to be very sweet and creamy . a specific approach to roasting this lot and a whole new way of roasting was implemented to achieve the profile we wanted as roasters . the dry aroma of this lot is very rich , the espresso is creamy with sweet berries in every sip and once mixed with milk tastes exactly like a sweet and sour raspberry tart with soft acidity . roast profile : roast machine : probat development time : 2m 15secs end bean temperature : 216 ° celsius single origin yeast fermented espresso ( med - dark profile )",india,2024-10-03 19:33:05.727409,2024-10-10 04:25:52.708303,"chikmagalur , karnataka",,"cinnamon , watermelon , kiwi berry jam , caramel , milk chocolate",soft,"creamy , round",creamy
fraction9,Hazelnut Coffee - Mocha,https://www.fraction9coffee.com/collections/coffee/products/hazelnut,469,,,,,,"mocha , hazelnut , nutty , chocolaty","hazelnut coffee - mocha 100% arabica coffee blended with hazelnut . very bold , chocolaty & nutty ! hazelnut coffee - mocha",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,mocha,,,,,""
fraction9,Frozen Cherry - Nanolot,https://www.fraction9coffee.com/collections/coffee/products/frozen-cherry-nanolot-final,549,,"",,,,"mango , apricot , mixed berries","frozen cherry - nanolot the frozen cherry ! post harvest coffee cherries are subjected to freezing temperature . this results in development of amazing natural sweetness . priced 25% lower than other roasters who launched frozen cherry this year . recommended for black coffee . best enjoyed black . 15 grams for 250 ml hot water . roasted for subtle tasting notes . one of the top quality nanolot produced by us this year . tasting notes : apricot , juicy mango , mixed berries , rainer cherries frozen cherry - nanolot",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,French Roast Coffee,https://www.fraction9coffee.com/collections/coffee/products/french-roast-coffee,469,,,,,DARK,cocoa,"french roast coffee notes : bold , bitter , intense , strong , cocoa . product is 100% arabica coffee direct from our farm ( no chicory ) . this variant is part of our mission to introduce consumers to pure coffee . this is our limited edition variant and will be available until stock lasts . french roast is our darkest roast variant . coffee is roasted till the end of second crack . anyone looking for coffee which is really bold can go for this . if you taste it , you will not forget it . french roast coffee",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,Free Mug - Gift Box - Pour Over Sachets - No filter Required,https://www.fraction9coffee.com/collections/coffee/products/copy-of-100-coffee-bags,1049,,,,,,,"free mug - gift box - pour over sachets - no filter required coffee freshy roasted and packed in sachets on the day of dispatch . ( unlike other roasters ) . multiple roast levels available to meet your taste preference . no filter required . now brew our freshly roasted coffee as fast as instant coffee with flavor and aroma superior to regular instant coffee . ready in 2 minutes . we grow coffee , we process , we roast and we serve customers directly . ( no middleman ) 100% coffee 2 cups per bag from chikmagalur ( our own estate ) no preservative free mug - gift box - pour over sachets - no filter required",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,chikmagalur,,,,,""
fraction9,Farmer's Filter Coffee,https://www.fraction9coffee.com/collections/coffee/products/farmers-filter-coffee,445,,,,,MEDIUM,,farmer ' s filter coffee farmer ' s original filter coffee : we always wanted to have a blend developed in - house with balanced/unique flavor notes . after continuous experiments and cupping for two years we believe this variant is ready for launch . ' rich taste ' would generally result in milder cup of coffee compromising strength . if strength is given preference flavor notes are compromised and bitter notes would be predominant flavor . we wanted to create a blend to our customers which is rich in taste but strength intact ( also bitter notes suppressed ) . after continuous experiments we realized just blending process in any ratio would not give desired output . we developed in - house processing technique and subjected coffee to special fermentation technique to have sweeter notes . but we also needed slight bitter notes for strength . hence robusta beans were chosen over arabica . aa graded large beans used consistency . medium plus roast profile was selected . ground coffee blended with chicory . its our favorite filter coffee . farmer ' s filter coffee,india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,bitter
fraction9,FREE 250 G HAZELNUT COFFEE - BUY ANY 500 G COFFEE,https://www.fraction9coffee.com/collections/coffee/products/free-hazelnut-coffee-combo,998,,,,,,hazelnut,free 250 g hazelnut coffee - buy any 500 g coffee free 250 g hazelnut coffee - buy any 500 g coffee,india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,FREE 250 G VANILLA COFFEE - BUY ANY 500 G COFFEE,https://www.fraction9coffee.com/collections/coffee/products/free-250-g-vanilla-coffee-buy-any-500-g-coffee,998,,,,,,vanilla,free 250 g vanilla coffee - buy any 500 g coffee free 250 g vanilla coffee - buy any 500 g coffee,india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,FREE 250 G BLACK PEPPER - BUY ANY 500 G COFFEE,https://www.fraction9coffee.com/collections/coffee/products/free-250-g-black-pepper-buy-any-500-g-coffee,998,,,,,,,free 250 g black pepper - buy any 500 g coffee free 250 g black pepper - buy any 500 g coffee,india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,Desi 'Rich Taste' Blend,https://www.fraction9coffee.com/collections/coffee/products/desi-rich-taste-blend,439,,,,,LIGHT,,desi ' rich taste ' blend if you prefer coffee with splash of milk and feel 100% coffee is too light then choose this variant ( 80% coffee - 20% chicory ) to experience premium rich taste in your ' cup of coffee ' . specialty : rich taste desi ' rich taste ' blend,india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,rich,""
fraction9,Desi 'Extreme Strong' Blend,https://www.fraction9coffee.com/collections/coffee/products/desi-extreme-strong-blend,439,,,,,LIGHT,,desi ' extreme strong ' blend if you prefer coffee with splash of milk and feel 100% coffee is too light then choose this variant ( 85% coffee - 15% chicory ) for extremely strong ( slightly bitter ) cup of coffee . specialty : strength desi ' extreme strong ' blend,india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,Christmas Roast,https://www.fraction9coffee.com/collections/coffee/products/christmas-roast,499,,sln-795,wash,,MEDIUM_LIGHT,"caramel , dark chocolate , citrus , raisin , roasted almonds","christmas roast christmas roast : our ' christmas roast ' profile sits in - between our conventional medium roast and dark roast profiles . roast suppresses excessive citrus notes of light and medium roasts but also avoids conventional bitter notes of dark roasts . medium - high body and rich aroma of raisin and caramel . tasting notes : dark chocolate , roasted almonds . processing : wash processed varietal : 100% arabica . grade a . selection 795 location : chikmagalur elevation : 1 , 300 m roast level : medium - dark christmas roast",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,chikmagalur,,,,medium heavy,""
fraction9,Cappuccino Blend,https://www.fraction9coffee.com/collections/coffee/products/cappuccino-blend,499,,,,,,,cappuccino blend cappuccino blend,india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,Breakfast Roast Coffee,https://www.fraction9coffee.com/collections/coffee/products/breakfast-roast-coffee-powder,499,,,,kalyancool,,"caramel , hazelnut , plum , nutty","breakfast roast coffee coffee notes ( not flavours ) : hazelnut , nutty , plum . product is 100% arabica coffee direct from our farm ( no chicory ) . this variant is part of our mission to introduce consumers to pure coffee . breakfast roast is most popular coffee variant in our shelf . made with handpicked arabica a coffee beans from our farm . roast level of this coffee variant is such that it retains original flavors and also builds on deep caramel sweetness . arabica coffee beans from estate : kalyancool estate estate ( single estate ) grown amidst western ghat hills in chikmagalur along with pepper and areca plantations is best fit for your morning cup . breakfast roast coffee",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,chikmagalur,,,,,""
fraction9,Vienna Roast Coffee,https://www.fraction9coffee.com/collections/coffee/products/vienna-roast-coffee-powder,469,,,,kalyancool,DARK,"spice , nutty , oaky","vienna roast coffee coffee notes : nutty , oaky , spice . roast level : dark roast . product is 100% arabica coffee direct from our farm ( no chicory ) . this variant is part of our mission to introduce consumers to pure coffee . vienna roast coffee variant is loved by people who want single tone uniformity . made with handpicked arabica a coffee beans from our farm estate : kalyancool estate estate . roast level of this coffee reduces acidity and brings out flavors of coffee that may remain hidden in lower roast levels . vienna roast coffee",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,Vanilla Coffee,https://www.fraction9coffee.com/collections/coffee/products/french-vanilla-coffee,469,,,,,,"french vanilla , vanilla",vanilla coffee 100% arabica coffee blended with french vanilla . pure bliss ! vanilla coffee,india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,Traditional Blend Coffee,https://www.fraction9coffee.com/collections/coffee/products/traditional-blend,499,,,,,DARK,"peanutty , bitter","traditional blend coffee coffee notes : bitter , strong , peanutty . product is strong blend of 80% arabica coffee and 20% robusta coffee ( no chicory ) . t his variant is part of our mission to introduce consumers to pure coffee . traditional blend coffee variant is preferred by coffee connoisseurs who are looking for strong dark roasted pure coffee . arabica coffee adds richness to taste and robusta coffee provides strong body ( strength ) . hence this variant provides perfect balance for someone who are looking for strong traditional coffee without chicory . traditional blend coffee",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,""
fraction9,Sweet Roast Coffee,https://www.fraction9coffee.com/collections/coffee/products/cinnamon-roast-coffee-powder,499,,,,,LIGHT,"citrus , , cinnamon","sweet roast coffee coffee tasting notes ( not flavours ) : clean , citrus , pleasant , short aftertaste product is 100% arabica coffee direct from our farm . this variant is part of our mission to introduce consumers to pure coffee . ( cinnamon roast ) light roasted coffee is the reward for hardwork by speciality coffee roasters all around the world . this variant of coffee which cannot be produced by low quality coffee beans . light roasted coffee bean retains its origin flavours . unique characteristics of coffee is retained ( which will be lost as roast level increases ) . only a graded arabica coffee beans is used to make this roast . sweet roast coffee",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,,,,,,short aftertaste
fraction9,Wild HSD Coffee - ( from Estate space dominated by pepper creepers),https://www.fraction9coffee.com/collections/coffee/products/copy-of-kalyancool-estate-hsd-30-off-additional-coupons-not-applicable,349,300,sln-795,"wild hsd coffee , honey sundried",,MEDIUM,"bitter sweet , jackfruit , roasted almonds","wild hsd coffee - ( from estate space dominated by pepper creepers ) ﻿ tasting notes : roasted almonds , bitter sweet , hint of jackfruit processing : honey sundried varietal : 100% arabica . grade a . selection 795/kaveri location : chikmagalur elevation : 1 , 300 m roast level : medium . wild hsd coffee - ( from estate space dominated by pepper creepers )",india,2024-10-08 04:46:12.925868,2024-10-10 04:26:41.882345,"chikmagalur , kaveri",,,,,""
